5
0
Input
-0.6302 0.5912 -0.3102
-0.574 0.5828 -0.0593
0.1382 0.1942 0.0902
Hidden
-0.3226 0.9004 -0.1305
0.1748 0.1649 -0.5037
-0.7837 0.6534 0.4518
-0.9604 0.425 -0.8615
-0.9416 0.0148 0.543
-0.6163 0.2104 0.2275
0.9322 0.0451 0.9798
-0.2341 0.0735 0.0179
Output
-0.361 0.091 0.8903
-0.2957 0.9404 -0.8073
-0.5119 0.1373 0.5082
0.9953 0.0056 -0.9117
